FID,ogc_fid,education_sector,entity_type,school_no,school_name,school_type,school_status,_address_line_1,_address_line_2,address_town,address_state,address_postcode,_postal_address_line_1,_postal_address_line_2,postal_town,postal_state,postal_postcode,full_phone_no,lga_id,lga_name,x,y,wkb_geometry
vic_school_locations_2019.1293,1293,Government,1,7763,Mount Alexander 7-12 College,Secondary,O,167-175 Mt Alexander Road,,Flemington,VIC,3031,167-175 Mt Alexander Road,,FLEMINGTON,VIC,3031,03 9376 1622,506,Moonee Valley (C),144.9332,-37.7822,MULTIPOINT ((-37.78215400091383 144.933235))
vic_school_locations_2019.1294,1294,Government,1,7770,Dimboola Memorial Secondary College,Secondary,O,66 Ellerman Street,,Dimboola,VIC,3414,P O Box 40,,DIMBOOLA,VIC,3414,03 5389 1460,298,Hindmarsh (S),142.0344,-36.4498,MULTIPOINT ((-36.449839000901974 142.034409))
vic_school_locations_2019.1295,1295,Government,1,7773,East Doncaster Secondary College,Secondary,O,20 George Street,,Doncaster East,VIC,3109,20 George Street,,DONCASTER EAST,VIC,3109,03 9842 2244,421,Manningham (C),145.1586,-37.7821,MULTIPOINT ((-37.78212700091383 145.15855699999997))
vic_school_locations_2019.1296,1296,Government,1,7775,Donald High School,Secondary,O,2-16 Camp Street,,Donald,VIC,3480,P O Box 138,,DONALD,VIC,3480,03 5497 1205,127,Buloke (S),142.974,-36.3708,MULTIPOINT ((-36.3707790009012 142.973962))
vic_school_locations_2019.1297,1297,Government,1,7776,Doncaster Secondary College,Secondary,O,123 Church Road,,Doncaster,VIC,3108,123 CHURCH ROAD,,DONCASTER,VIC,3108,03 9848 4677,421,Manningham (C),145.1381,-37.7846,MULTIPOINT ((-37.78458100091386 145.138053))
vic_school_locations_2019.1298,1298,Government,1,7785,Drouin Secondary College,Secondary,O,South Road,,Drouin,VIC,3818,P O BOX 338,,DROUIN,VIC,3818,03 5625 1002,83,Baw Baw (S),145.851,-38.1447,MULTIPOINT ((-38.14465900091672 145.850978))
vic_school_locations_2019.1299,1299,Government,1,7790,Eaglehawk Secondary College,Secondary,O,1-3 Reserve Street,,Eaglehawk,VIC,3556,P O Box 146,,EAGLEHAWK,VIC,3556,03 5446 8099,262,Greater Bendigo (C),144.2616,-36.7201,MULTIPOINT ((-36.72006200090455 144.261627))
vic_school_locations_2019.1300,1300,Government,1,7805,Eltham High School,Secondary,O,30-60 Withers Way,,Eltham,VIC,3095,30-60 Withers Way,,ELTHAM,VIC,3095,03 9430 5111,571,Nillumbik (S),145.1417,-37.7244,MULTIPOINT ((-37.72443600091336 145.141725))
vic_school_locations_2019.1301,1301,Government,1,7810,Elwood College,Secondary,O,101 Glenhuntly Road,,Elwood,VIC,3184,101 Glenhuntly Road,,ELWOOD,VIC,3184,03 9531 9566,590,Port Phillip (C),144.9852,-37.8823,MULTIPOINT ((-37.88232000091465 144.985203))
vic_school_locations_2019.1302,1302,Government,1,7813,Epping Secondary College,Secondary,O,Mcdonalds Road,,Epping,VIC,3076,McDonalds Road,,EPPING,VIC,3076,03 9401 2599,707,Whittlesea (C),145.0334,-37.644,MULTIPOINT ((-37.6440010009127 145.033426))
vic_school_locations_2019.1303,1303,Government,1,7820,Euroa Secondary College,Secondary,O,26 Campbell St,,Euroa,VIC,3666,P O Box 63,,EUROA,VIC,3666,03 5795 2512,643,Strathbogie (S),145.5648,-36.7582,MULTIPOINT ((-36.7582030009049 145.5648))
vic_school_locations_2019.1304,1304,Government,1,7823,Fairhills High School,Secondary,O,Scoresby Road,,Knoxfield,VIC,3180,P O Box 226,,FERNTREE GULLY,VIC,3156,03 9758 5022,367,Knox (C),145.259,-37.8732,MULTIPOINT ((-37.87321000091457 145.259037))
vic_school_locations_2019.1305,1305,Government,1,7837,Bendigo South East 7-10 Secondary College,Secondary,O,Ellis Street,,Bendigo,VIC,3550,P O Box 15,,Strathdale,VIC,3550,03 5443 4522,262,Greater Bendigo (C),144.2976,-36.7758,MULTIPOINT ((-36.775789000905064 144.297592))
vic_school_locations_2019.1306,1306,Government,1,7841,Gilmore College For Girls,Secondary,O,298 Barkly Street,,Footscray,VIC,3011,P O Box 2021,,FOOTSCRAY,VIC,3011,03 9689 4788,433,Maribyrnong (C),144.8949,-37.7991,MULTIPOINT ((-37.79909800091397 144.894886))
vic_school_locations_2019.1307,1307,Government,1,7845,Foster Secondary College,Secondary,O,2 - 10 Pioneer Street,,Foster,VIC,3960,P O Box 23,,FOSTER,VIC,3960,03 5682 2066,617,South Gippsland (S),146.1974,-38.6517,MULTIPOINT ((-38.651737000920505 146.197413))
vic_school_locations_2019.1308,1308,Government,1,7850,Frankston High School,Secondary,O,97 Foot Street,,Frankston,VIC,3199,97 Foot Street,,FRANKSTON,VIC,3199,03 9783 7955,217,Frankston (C),145.1291,-38.1605,MULTIPOINT ((-38.16047400091684 145.129071))
vic_school_locations_2019.1309,1309,Government,1,7855,Geelong High School,Secondary,O,385 Ryrie Street,,East Geelong,VIC,3219,385 Ryrie Street,,EAST GEELONG,VIC,3219,03 5225 4100,275,Greater Geelong (C),144.3737,-38.153,MULTIPOINT ((-38.15302600091678 144.373726))
vic_school_locations_2019.1310,1310,Government,1,7856,North Geelong Secondary College,Secondary,O,86-132 Separation Street,,North Geelong,VIC,3215,86 - 132 Separation St,,NORTH GEELONG,VIC,3215,03 5240 5800,275,Greater Geelong (C),144.3408,-38.11,MULTIPOINT ((-38.10995600091645 144.340792))
vic_school_locations_2019.1311,1311,Government,1,7857,Gisborne Secondary College,Secondary,O,95 Melton Road,,Gisborne,VIC,3437,P O Box 57,,GISBORNE,VIC,3437,03 5428 3691,413,Macedon Ranges (S),144.5848,-37.4981,MULTIPOINT ((-37.49811364091147 144.5847741))
vic_school_locations_2019.1312,1312,Government,1,7858,Gladstone Park Secondary College,Secondary,O,14 - 36 Taylor Drive,,Gladstone Park,VIC,3043,14 - 36 Taylor Drive,,GLADSTONE PARK,VIC,3043,03 9933 0500,327,Hume (C),144.89,-37.6898,MULTIPOINT ((-37.689766000913075 144.890003))
vic_school_locations_2019.1313,1313,Government,1,7874,Bundoora Secondary College,Secondary,O,53 Balmoral Avenue,,Bundoora,VIC,3083,P O Box 68,,BUNDOORA,VIC,3083,03 9467 1511,66,Banyule (C),145.062,-37.7075,MULTIPOINT ((-37.70750100091322 145.061977))
vic_school_locations_2019.1314,1314,Government,1,7893,Western Port Secondary College,Secondary,O,215 High Street,,Hastings,VIC,3915,"P O Box 101, 215 HIGH STREET",,HASTINGS,VIC,3915,03 5979 1577,534,Mornington Peninsula (S),145.1764,-38.3082,MULTIPOINT ((-38.30817200091798 145.176383))
vic_school_locations_2019.1315,1315,Government,1,7900,Healesville High School,Secondary,O,10 Camerons Road,,Healesville,VIC,3777,10 Camerons Road,,HEALESVILLE,VIC,3777,03 5962 4088,745,Yarra Ranges (S),145.5308,-37.6436,MULTIPOINT ((-37.64358600091269 145.530807))
vic_school_locations_2019.1316,1316,Government,1,7910,Heywood District Secondary College,Secondary,O,Gorrie Street,,Heywood,VIC,3304,P O Box 180,,HEYWOOD,VIC,3304,03 5527 1303,241,Glenelg (S),141.6205,-38.1293,MULTIPOINT ((-38.1292675309166 141.6204999))
vic_school_locations_2019.1317,1317,Government,1,7918,Highvale Secondary College,Secondary,O,Capital Avenue,,Glen Waverley,VIC,3150,Capital Avenue,,GLEN WAVERLEY,VIC,3150,03 9803 5144,497,Monash (C),145.1768,-37.8654,MULTIPOINT ((-37.86540900091451 145.17682))
vic_school_locations_2019.1318,1318,Government,1,7945,Kerang Technical High School,Secondary,O,Murray St,,Kerang,VIC,3579,P O Box 201,,KERANG,VIC,3579,03 5452 1062,225,Gannawarra (S),143.9138,-35.7257,MULTIPOINT ((-35.72565100089471 143.913802))
vic_school_locations_2019.1319,1319,Government,1,7947,Kensington Community High School,Secondary,O,405 Racecourse Rd,,Kensington,VIC,3031,P O Box 321,,FLEMINGTON,VIC,3031,03 9376 1953,460,Melbourne (C),144.9256,-37.7879,MULTIPOINT ((-37.787909000913885 144.925577))
vic_school_locations_2019.1320,1320,Government,1,7950,Kew High School,Secondary,O,1393 Burke Road,,Kew East,VIC,3102,1393 Burke Road,,KEW EAST,VIC,3102,03 9092 7500,111,Boroondara (C),145.0634,-37.7955,MULTIPOINT ((-37.795546000913944 145.063358))
vic_school_locations_2019.1321,1321,Government,1,7954,Koonung Secondary College,Secondary,O,615 Elgar Road,,Mont Albert North,VIC,3129,615 ELGAR ROAD,,MONT ALBERT NORTH,VIC,3129,03 9890 9662,698,Whitehorse (C),145.1176,-37.8022,MULTIPOINT ((-37.802190000914 145.117561))
vic_school_locations_2019.1322,1322,Government,1,7955,Koo Wee Rup Secondary College,Secondary,O,Rossiter Road,,Koo Wee Rup,VIC,3981,P O Box 30,,KOO WEE RUP,VIC,3981,03 5997 1444,145,Cardinia (S),145.4958,-38.1971,MULTIPOINT ((-38.197091000917126 145.495779))
vic_school_locations_2019.1323,1323,Government,1,7960,Korumburra Secondary College,Secondary,O,125 Jumbunna Road,,Korumburra,VIC,3950,Private Bag 2,,KORUMBURRA,VIC,3950,03 5655 1566,617,South Gippsland (S),145.8039,-38.4439,MULTIPOINT ((-38.443870000918984 145.8039))
vic_school_locations_2019.1324,1324,Government,1,7965,Kyabram P-12 College,Pri/Sec,O,57 Fischer Street,,Kyabram,VIC,3620,P O Box 384,,KYABRAM,VIC,3619,03 5851 2100,137,Campaspe (S),145.0562,-36.3175,MULTIPOINT ((-36.31747600090068 145.056207))
vic_school_locations_2019.1325,1325,Government,1,7970,Kyneton Secondary College,Secondary,O,1-9 Epping Street,,Kyneton,VIC,3444,1-9 Epping St,,KYNETON,VIC,3444,03 5421 1100,413,Macedon Ranges (S),144.4582,-37.2513,MULTIPOINT ((-37.25132966090934 144.4581707))
vic_school_locations_2019.1326,1326,Government,1,7985,Lalor Secondary College,Secondary,O,118 David Street,,Lalor,VIC,3075,P O Box 1015,,LALOR,VIC,3075,03 9463 7300,707,Whittlesea (C),145.0306,-37.6727,MULTIPOINT ((-37.67265939091293 145.0306228))
vic_school_locations_2019.1327,1327,Government,1,7986,Lalor North Secondary College,Secondary,O,114 Childs Road,,Epping,VIC,3076,114 Childs Road,,EPPING,VIC,3076,03 9401 3888,707,Whittlesea (C),145.0341,-37.6608,MULTIPOINT ((-37.66076700091284 145.034124))
vic_school_locations_2019.1328,1328,Government,1,7995,Lilydale High School,Secondary,O,25 Melba Avenue,,Lilydale,VIC,3140,25 Melba Ave,,LILYDALE,VIC,3140,03 9735 5644,745,Yarra Ranges (S),145.3439,-37.7607,MULTIPOINT ((-37.76069700091366 145.343917))
vic_school_locations_2019.1329,1329,Government,1,7997,Lorne P-12 College,Pri/Sec,O,15 Grove Road,,Lorne,VIC,3232,15 Grove Road,,Lorne P-12 College,VIC,3232,03 5289 1585,649,Surf Coast (S),143.9739,-38.5392,MULTIPOINT ((-38.5391780409197 143.9738904))
vic_school_locations_2019.1330,1330,Government,1,8000,Lyndale Secondary College,Secondary,O,170-174 Gladstone Road,,Dandenong North,VIC,3175,P O Box 2684,,DANDENONG NORTH,VIC,3175,03 9795 2366,267,Greater Dandenong (C),145.2067,-37.9588,MULTIPOINT ((-37.95876500091526 145.206712))
vic_school_locations_2019.1331,1331,Government,1,8003,Lynall Hall Community School,Secondary,O,Cnr Gleadell & Highett Street,,Richmond,VIC,3121,P O Box 99,,RICHMOND,VIC,3121,03 9428 4421,735,Yarra (C),145.0023,-37.8165,MULTIPOINT ((-37.81647700091411 145.00225699999996))
vic_school_locations_2019.1332,1332,Government,1,8005,Maffra Secondary College,Secondary,O,Bill Cane Court,,Maffra,VIC,3860,Bill Cane Court,,MAFFRA,VIC,3860,03 5147 1790,681,Wellington (S),146.9824,-37.9649,MULTIPOINT ((-37.9648880009153 146.982424))
vic_school_locations_2019.1333,1333,Government,1,8010,Mansfield Secondary College,Secondary,O,15 View Street,,Mansfield,VIC,3722,P O Box 203,,MANSFIELD,VIC,3724,03 5775 2022,425,Mansfield (S),146.0886,-37.0627,MULTIPOINT ((-37.062676000907686 146.088565))
vic_school_locations_2019.1334,1334,Government,1,8015,Maribyrnong Secondary College,Secondary,O,River Street,,Maribyrnong,VIC,3032,River Street,,MARIBYRNONG,VIC,3032,03 9091 8100,433,Maribyrnong (C),144.8882,-37.7795,MULTIPOINT ((-37.77952100091381 144.888238))
vic_school_locations_2019.1335,1335,Government,1,8022,Matthew Flinders Girls Secondary College,Secondary,O,2 Little Ryrie Street,,Geelong,VIC,3220,P O Box 1285,,GEELONG,VIC,3220,03 4243 0500,275,Greater Geelong (C),144.3532,-38.1496,MULTIPOINT ((-38.149587000916746 144.35320799999997))
vic_school_locations_2019.1336,1336,Government,1,8025,Melbourne High School,Secondary,O,Forrest Hill,,South Yarra,VIC,3141,Forrest Hill,,SOUTH YARRA,VIC,3141,03 9826 0711,635,Stonnington (C),144.9953,-37.8368,MULTIPOINT ((-37.836829000914285 144.995314))
vic_school_locations_2019.1337,1337,Government,1,8027,Melton Secondary College,Secondary,O,Coburns Road,,Melton,VIC,3337,P O Box 597,,MELTON,VIC,3337,03 9743 3322,465,Melton (C),144.5682,-37.6818,MULTIPOINT ((-37.681753000913005 144.568216))
vic_school_locations_2019.1338,1338,Government,1,8030,Mentone Girls Secondary College,Secondary,O,Cnr Balcombe & Charman Rds,,Mentone,VIC,3194,P O Box 52,,MENTONE,VIC,3194,03 9581 5200,343,Kingston (C),145.0535,-37.9802,MULTIPOINT ((-37.98018200091543 145.05350399999998))
vic_school_locations_2019.1339,1339,Government,1,8045,Mildura Senior College,Secondary,O,307-339 Deakin Avenue,,Mildura,VIC,3500,P O Box 1436,,MILDURA,VIC,3502,03 5051 4700,478,Mildura (RC),142.1454,-34.198,MULTIPOINT ((-34.198003870877514 142.1453901))
vic_school_locations_2019.1340,1340,Government,1,8050,Mirboo North Secondary College,Secondary,O,Castle Street,,Mirboo North,VIC,3871,Castle Street,,MIRBOO NORTH,VIC,3871,03 5667 9000,617,South Gippsland (S),146.1488,-38.4002,MULTIPOINT ((-38.400180000918674 146.148821))
vic_school_locations_2019.1341,1341,Government,1,8065,Monbulk College,Secondary,O,146-148 David Hill Road,,Monbulk,VIC,3793,146-148 David Hill Road,,MONBULK,VIC,3793,03 9751 9000,745,Yarra Ranges (S),145.4278,-37.8832,MULTIPOINT ((-37.88317535091466 145.4278068))
vic_school_locations_2019.1342,1342,Government,1,8068,Montmorency Secondary College,Secondary,O,Para Road,,Montmorency,VIC,3094,Para Road,,MONTMORENCY,VIC,3094,03 9422 1500,66,Banyule (C),145.1136,-37.7141,MULTIPOINT ((-37.71407500091328 145.113611))
vic_school_locations_2019.1343,1343,Government,1,8071,Mooroolbark College,Secondary,O,186 Manchester Road,,Mooroolbark,VIC,3138,186 Manchester Road,,MOOROOLBARK,VIC,3138,03 9727 8100,745,Yarra Ranges (S),145.3142,-37.7751,MULTIPOINT ((-37.77508326091378 145.3142304))
vic_school_locations_2019.1344,1344,Government,1,8073,Mooroopna Secondary College,Secondary,O,141-179 Echuca Road,,Mooroopna,VIC,3629,P O Box 183,,MOOROOPNA,VIC,3629,03 5825 2344,283,Greater Shepparton (C),145.3518,-36.3818,MULTIPOINT ((-36.38178200090131 145.35180099999997))
vic_school_locations_2019.1345,1345,Government,1,8075,Mordialloc College,Secondary,O,1 Station Street,,Mordialloc,VIC,3195,1 Station Street,,MORDIALLOC,VIC,3195,03 9580 1184,343,Kingston (C),145.0927,-38.0122,MULTIPOINT ((-38.012243000915674 145.092675))
vic_school_locations_2019.1346,1346,Government,1,8100,Mount Beauty Secondary College,Secondary,O,Tailrace Road,,Mount Beauty,VIC,3699,P O Box 38,,MOUNT BEAUTY,VIC,3699,03 5754 4005,11,Alpine (S),147.1673,-36.7403,MULTIPOINT ((-36.74030700090473 147.167284))
vic_school_locations_2019.1347,1347,Government,1,8102,Mount Eliza Secondary College,Secondary,O,204 Canadian Bay Road,,Mount Eliza,VIC,3930,Locked Bag 4,,MOUNT ELIZA,VIC,3930,03 9787 6288,534,Mornington Peninsula (S),145.0935,-38.1897,MULTIPOINT ((-38.18970400091706 145.093544))
vic_school_locations_2019.1348,1348,Government,1,8105,Mount Waverley Secondary College,Secondary,O,9 Lechte Road,,Mount Waverley,VIC,3149,P O Box 346,,MOUNT WAVERLEY,VIC,3149,03 9803 6811,497,Monash (C),145.1323,-37.8691,MULTIPOINT ((-37.869086000914535 145.13231099999996))
vic_school_locations_2019.1349,1349,Government,1,8125,McKinnon Secondary College,Secondary,O,291a Mckinnon Road,,Mckinnon,VIC,3204,McKinnon Road,,MCKINNON,VIC,3204,03 8520 9000,231,Glen Eira (C),145.0485,-37.9122,MULTIPOINT ((-37.912204000914876 145.048545))
vic_school_locations_2019.1350,1350,Government,1,8135,MacRobertson Girls High School,Secondary,O,350-370 Kings Way,,Melbourne,VIC,3004,350-370 Kings Way,,MELBOURNE,VIC,3004,03 9864 7700,590,Port Phillip (C),144.9719,-37.8359,MULTIPOINT ((-37.835886000914265 144.971862))
vic_school_locations_2019.1351,1351,Government,1,8140,Nathalia Secondary College,Secondary,O,41 Chapel Street,,Nathalia,VIC,3638,P O Box 42,,NATHALIA,VIC,3638,03 5866 2331,490,Moira (S),145.2084,-36.0599,MULTIPOINT ((-36.059901000898144 145.208438))
vic_school_locations_2019.1352,1352,Government,1,8145,Neerim District Secondary College,Secondary,O,20 Neerim East Road,,Neerim South,VIC,3831,P O Box 18,,NEERIM SOUTH,VIC,3831,03 5628 1455,83,Baw Baw (S),145.9567,-38.0169,MULTIPOINT ((-38.01693600091571 145.95668))
vic_school_locations_2019.1353,1353,Government,1,8151,Newcomb Secondary College,Secondary,O,81 - 85 Bellarine Highway,,Newcomb,VIC,3219,81 - 85 Bellarine Highway,,NEWCOMB,VIC,3219,03 5248 1400,275,Greater Geelong (C),144.3952,-38.1711,MULTIPOINT ((-38.17113300091692 144.39520099999996))
vic_school_locations_2019.1354,1354,Government,1,8180,Northcote High School,Secondary,O,St Georges Road,,Northcote,VIC,3070,St Georges Road,,NORTHCOTE,VIC,3070,03 9488 2300,189,Darebin (C),144.9897,-37.7742,MULTIPOINT ((-37.77415600091377 144.989706))
vic_school_locations_2019.1355,1355,Government,1,8185,Norwood Secondary College,Secondary,O,Byron Street,,Ringwood,VIC,3134,PO Box 371,,RINGWOOD,VIC,3134,03 9871 0400,441,Maroondah (C),145.2376,-37.7998,MULTIPOINT ((-37.799752000913976 145.237605))
vic_school_locations_2019.1356,1356,Government,1,8190,Numurkah Secondary College,Secondary,O,104 Tocumwal Road,,Numurkah,VIC,3636,P O Box 229,,NUMURKAH,VIC,3636,03 5862 1088,490,Moira (S),145.4463,-36.0799,MULTIPOINT ((-36.07994800089834 145.446271))
vic_school_locations_2019.1357,1357,Government,1,8210,Oberon High School,Secondary,O,12 Pickett Crescent,,Belmont,VIC,3216,12 PICKETT CRESCENT,,BELMONT,VIC,3216,03 5243 4444,275,Greater Geelong (C),144.3374,-38.1867,MULTIPOINT ((-38.18665000091705 144.337409))
vic_school_locations_2019.1358,1358,Government,1,8215,Orbost Secondary College,Secondary,O,20 Arnold Street,,Orbost,VIC,3888,P O Box 270,,ORBOST,VIC,3888,03 5154 1084,211,East Gippsland (S),148.4664,-37.7041,MULTIPOINT ((-37.7041060009132 148.466353))
vic_school_locations_2019.1359,1359,Government,1,8220,Ouyen P-12 College,Pri/Sec,O,1-35 Fuller Street,,Ouyen,VIC,3490,1-35 Fuller Street,,OUYEN,VIC,3490,03 5092 1182,478,Mildura (RC),142.3226,-35.0646,MULTIPOINT ((-35.06457100088758 142.322608))
vic_school_locations_2019.1360,1360,Government,1,8223,Pakenham Secondary College,Secondary,O,1020 Princes Highway,,Pakenham,VIC,3810,1020 Princes Highway,,PAKENHAM,VIC,3810,03 5945 1433,145,Cardinia (S),145.471,-38.069,MULTIPOINT ((-38.06899700091614 145.471002))
vic_school_locations_2019.1361,1361,Government,1,8225,Parkdale Secondary College,Secondary,O,Warren Road,,Mordialloc,VIC,3195,"Warren Road,",,MORDIALLOC,VIC,3195,03 9580 6311,343,Kingston (C),145.0935,-37.9903,MULTIPOINT ((-37.990301000915515 145.093501))
vic_school_locations_2019.1362,1362,Government,1,8227,Pascoe Vale Girls Secondary College,Secondary,O,Lake Avenue,,Pascoe Vale,VIC,3044,Post Office Box 2122,,OAK PARK,VIC,3046,03 9306 2544,525,Moreland (C),144.9355,-37.7176,MULTIPOINT ((-37.71756400091331 144.935499))
vic_school_locations_2019.1363,1363,Government,1,8231,Prahran High School,Secondary,O,138 High Street,,Windsor,VIC,3181,138 High Street,,Windsor,VIC,3181,03 9113 1000,635,Stonnington (C),144.9911,-37.8521,MULTIPOINT ((-37.852105000914406 144.991091))
vic_school_locations_2019.1364,1364,Government,1,8241,Preston High School,Secondary,O,2-16 Cooma Street,,Preston,VIC,3072,2-16 Cooma Street,,Preston,VIC,3072,03 9055 8400,189,Darebin (C),145.0063,-37.7417,MULTIPOINT ((-37.741670000913494 145.00631099999998))
vic_school_locations_2019.1365,1365,Government,1,8245,Princes Hill Secondary College,Secondary,O,Arnold Street,,Princes Hill,VIC,3054,Arnold Street,,PRINCES HILL,VIC,3054,03 9389 0600,735,Yarra (C),144.965,-37.7835,MULTIPOINT ((-37.78348100091385 144.96502999999998))
vic_school_locations_2019.1366,1366,Government,1,8250,Bellarine Secondary College,Secondary,O,Peninsula Drive,,Drysdale,VIC,3222,Peninsula Drive,,DRYSDALE,VIC,3222,03 5251 9000,275,Greater Geelong (C),144.5575,-38.1907,MULTIPOINT ((-38.19066200091708 144.557527))
vic_school_locations_2019.1367,1367,Government,1,8256,Rainbow P-12 College,Pri/Sec,O,17 Albert Street,,Rainbow,VIC,3424,P O Box 223,,Rainbow,VIC,3424,03 5395 1063,298,Hindmarsh (S),141.9967,-35.8945,MULTIPOINT ((-35.89446757089647 141.9966997))
vic_school_locations_2019.1368,1368,Government,1,8260,Red Cliffs Secondary College,Secondary,O,55 Fitzroy Avenue,,Red Cliffs,VIC,3496,P O Box 285,,RED CLIFFS,VIC,3496,03 5024 1522,478,Mildura (RC),142.1955,-34.2988,MULTIPOINT ((-34.29880400087872 142.195452))
vic_school_locations_2019.1369,1369,Government,1,8270,Ringwood Secondary College,Secondary,O,Bedford Road,,Ringwood,VIC,3134,Bedford Road,,RINGWOOD,VIC,3134,03 9870 2002,441,Maroondah (C),145.2391,-37.8166,MULTIPOINT ((-37.81660600091412 145.239147))
vic_school_locations_2019.1370,1370,Government,1,8271,Richmond High School,Secondary,O,4 Griffiths Street,,Richmond,VIC,3121,Post Office Box 201,,Richmond,VIC,3121,03 8396 6399,735,Yarra (C),145.0028,-37.8174,MULTIPOINT ((-37.81740800091412 145.002804))
vic_school_locations_2019.1371,1371,Government,1,8276,Robinvale College,Pri/Sec,O,88 George Street,,Robinvale,VIC,3549,PO Box 378,,ROBINVALE,VIC,3549,03 5026 3704,661,Swan Hill (RC),142.7815,-34.5889,MULTIPOINT ((-34.588886760882154 142.7815451))
