FID,ogc_fid,education_sector,entity_type,school_no,school_name,school_type,school_status,_address_line_1,_address_line_2,address_town,address_state,address_postcode,_postal_address_line_1,_postal_address_line_2,postal_town,postal_state,postal_postcode,full_phone_no,lga_id,lga_name,x,y,wkb_geometry
vic_school_locations_2019.1666,1666,Catholic,2,724,St Mary's School,Primary,O,Hillier Lane,,HAMILTON,VIC,3300,Hillier Lane,,HAMILTON,VIC,3300,03 5551 9000,626,Southern Grampians (S),142.0509,-37.7411,MULTIPOINT ((-37.741140260913504 142.0509125))
vic_school_locations_2019.1667,1667,Catholic,2,726,St Kilian's School,Primary,O,Havelock Street,,BENDIGO,VIC,3550,Havelock Street,,BENDIGO,VIC,3550,03 5443 4071,262,Greater Bendigo (C),144.2842,-36.7546,MULTIPOINT ((-36.75457900090486 144.284209))
vic_school_locations_2019.1668,1668,Catholic,2,733,Genazzano FCJ College,Pri/Sec,O,301 Cotham Road,,KEW,VIC,3101,301 Cotham Road,,KEW,VIC,3101,03 8862 1000,111,Boroondara (C),145.0558,-37.809,MULTIPOINT ((-37.808973000914065 145.055783))
vic_school_locations_2019.1669,1669,Catholic,2,753,St Augustine's School,Primary,O,Osburn Street,,WODONGA,VIC,3690,Osburn Street,,WODONGA,VIC,3690,02 6024 2711,717,Wodonga (C),146.8892,-36.117,MULTIPOINT ((-36.117019000898715 146.88922399999998))
vic_school_locations_2019.1670,1670,Catholic,2,782,St Patrick's School,Primary,O,55 Patrick Street,,STAWELL,VIC,3380,PO Box 856,,STAWELL,VIC,3380,03 5358 2493,581,Northern Grampians (S),142.7873,-37.0594,MULTIPOINT ((-37.059351960907655 142.7872617))
vic_school_locations_2019.1671,1671,Independent,2,818,St Michael's Grammar School,Pri/Sec,O,25 - 27 Chapel Street,,ST KILDA,VIC,3182,25 - 27 Chapel Street,,ST KILDA,VIC,3182,03 8530 3200,590,Port Phillip (C),144.9915,-37.8595,MULTIPOINT ((-37.85954900091447 144.991548))
vic_school_locations_2019.1672,1672,Catholic,2,836,St Patrick's School,Primary,O,16 Childers Street,,MENTONE,VIC,3194,16 Childers Street,,MENTONE,VIC,3194,03 9583 5033,343,Kingston (C),145.0702,-37.9836,MULTIPOINT ((-37.983569000915466 145.070159))
vic_school_locations_2019.1673,1673,Catholic,2,840,St Thomas' School,Primary,O,1 Lyons Street,,TERANG,VIC,3264,PO Box 123,,TERANG,VIC,3264,03 5592 1925,183,Corangamite (S),142.91,-38.2398,MULTIPOINT ((-38.23979900091745 142.909961))
vic_school_locations_2019.1674,1674,Catholic,2,841,St Joseph's School,Primary,O,167 Burke Street,,WARRAGUL,VIC,3820,PO Box 365,,WARRAGUL,VIC,3820,03 5623 2943,83,Baw Baw (S),145.912,-38.1586,MULTIPOINT ((-38.158609000916826 145.912024))
vic_school_locations_2019.1675,1675,Catholic,2,848,St Joseph's School,Primary,O,Gladstone Street,,QUARRY HILL,VIC,3550,Gladstone Street,,QUARRY HILL,VIC,3550,03 5443 2108,262,Greater Bendigo (C),144.2784,-36.7694,MULTIPOINT ((-36.769416370905006 144.2783507))
vic_school_locations_2019.1676,1676,Independent,2,879,Firbank Grammar School,Pri/Sec,O,51 Outer Crescent,,BRIGHTON,VIC,3186,51 Outer Crescent,,BRIGHTON,VIC,3186,03 9591 5188,91,Bayside (C),144.9969,-37.9061,MULTIPOINT ((-37.90611800091484 144.996936))
vic_school_locations_2019.1677,1677,Catholic,2,909,St John's School,Primary,O,55 Cape Street,,HEIDELBERG,VIC,3084,55 Cape Street,,HEIDELBERG,VIC,3084,03 9459 2963,66,Banyule (C),145.0665,-37.7576,MULTIPOINT ((-37.75764100091363 145.066548))
vic_school_locations_2019.1678,1678,Catholic,2,914,Our Lady of Mercy College,Secondary,O,52 Cape Street,,HEIDELBERG,VIC,3084,PO Box 293,,HEIDELBERG,VIC,3084,03 9459 2511,66,Banyule (C),145.0676,-37.7579,MULTIPOINT ((-37.75793000091363 145.067586))
vic_school_locations_2019.1679,1679,Catholic,2,915,St Joseph's School,Primary,O,185 Hope Street,,BRUNSWICK WEST,VIC,3055,185 Hope Street,,BRUNSWICK WEST,VIC,3055,03 9385 9800,525,Moreland (C),144.943,-37.7623,MULTIPOINT ((-37.762289000913675 144.942984))
vic_school_locations_2019.1680,1680,Catholic,2,923,St Brigid's School,Primary,O,129 Albert Street,,MORDIALLOC,VIC,3195,PO Box 5442,,MORDIALLOC,VIC,3195,03 9580 4518,343,Kingston (C),145.0918,-38.008,MULTIPOINT ((-38.008040000915656 145.091778))
vic_school_locations_2019.1681,1681,Catholic,2,924,St Columba's School,Primary,O,306 Howard Street,,BALLARAT NORTH,VIC,3350,306 Howard Street,,BALLARAT NORTH,VIC,3350,03 5332 4894,57,Ballarat (C),143.8601,-37.5459,MULTIPOINT ((-37.545906000911884 143.860072))
vic_school_locations_2019.1682,1682,Independent,2,928,Ballarat Grammar,Pri/Sec,O,201 Forest Street,,WENDOUREE,VIC,3355,201 Forest Street,,WENDOUREE,VIC,3355,03 5338 0700,57,Ballarat (C),143.8308,-37.5392,MULTIPOINT ((-37.53923700091182 143.83083))
vic_school_locations_2019.1683,1683,Catholic,2,931,Our Lady Help of Christians School,Primary,O,26 Miller Street,,BRUNSWICK EAST,VIC,3057,26 Miller Street,,BRUNSWICK EAST,VIC,3057,03 8388 5900,525,Moreland (C),144.9779,-37.7763,MULTIPOINT ((-37.776342000913786 144.977856))
vic_school_locations_2019.1684,1684,Catholic,2,932,St Anthony's School,Primary,O,172 Neerim Road,,GLEN HUNTLY,VIC,3163,172 Neerim Road,,GLEN HUNTLY,VIC,3163,03 9563 6780,231,Glen Eira (C),145.0471,-37.8869,MULTIPOINT ((-37.88689300091468 145.047103))
vic_school_locations_2019.1685,1685,Catholic,2,935,St Mary's School,Primary,O,20-24 New Street,,DANDENONG,VIC,3175,20-24 New Street,,DANDENONG,VIC,3175,03 9791 7650,267,Greater Dandenong (C),145.2208,-37.9907,MULTIPOINT ((-37.990671000915505 145.220836))
vic_school_locations_2019.1686,1686,Catholic,2,937,Sacred Heart School,Primary,O,11 Fernhill Road Nth,,SANDRINGHAM,VIC,3191,11 Fernhill Road Nth,,SANDRINGHAM,VIC,3191,03 9598 9322,91,Bayside (C),145.0086,-37.9515,MULTIPOINT ((-37.95147600091521 145.008552))
vic_school_locations_2019.1687,1687,Catholic,2,950,St Joseph's School,Primary,O,94 Korumburra Road,,WONTHAGGI,VIC,3995,PO Box 182,,WONTHAGGI,VIC,3995,03 5672 1052,74,Bass Coast (S),145.6034,-38.6009,MULTIPOINT ((-38.600863000920135 145.60340899999997))
vic_school_locations_2019.1688,1688,Catholic,2,954,St Mary's School,Primary,O,74 Roseberry Street,,ASCOT VALE,VIC,3032,74 Roseberry Street,,ASCOT VALE,VIC,3032,03 9370 1194,506,Moonee Valley (C),144.9113,-37.7738,MULTIPOINT ((-37.77383600091377 144.91126899999998))
vic_school_locations_2019.1689,1689,Catholic,2,955,St Joseph's School,Primary,O,Nolan Street,,KERANG,VIC,3579,PO Box 461,,KERANG,VIC,3579,03 5452 1426,225,Gannawarra (S),143.9178,-35.7255,MULTIPOINT ((-35.7254553708947 143.9178066))
vic_school_locations_2019.1690,1690,Catholic,2,956,De La Salle College,Pri/Sec,O,1318 High Street,,MALVERN,VIC,3144,1318 High Street,,MALVERN,VIC,3144,03 9508 2100,635,Stonnington (C),145.0322,-37.8577,MULTIPOINT ((-37.85767700091446 145.032183))
vic_school_locations_2019.1691,1691,Catholic,2,962,St Margaret Mary's School,Primary,O,47-49 Mitchell Street,,BRUNSWICK NORTH,VIC,3056,47-49 Mitchell Street,,BRUNSWICK NORTH,VIC,3056,03 9383 6699,525,Moreland (C),144.9683,-37.7586,MULTIPOINT ((-37.75863200091364 144.96825))
vic_school_locations_2019.1692,1692,Independent,2,971,The Hamilton and Alexandra College,Pri/Sec,O,1 Chaucer Street,,HAMILTON,VIC,3300,PO Box 286,,HAMILTON,VIC,3300,03 5572 1355,626,Southern Grampians (S),142.0242,-37.7372,MULTIPOINT ((-37.737198000913466 142.024214))
vic_school_locations_2019.1693,1693,Catholic,2,981,St Francis Xavier School,Primary,O,Fortune Street,,BALLARAT EAST,VIC,3350,PO Box 2027 Ballarat Mail Centre,,BALLARAT,VIC,3354,03 5331 6311,57,Ballarat (C),143.903,-37.5616,MULTIPOINT ((-37.56160800091201 143.902992))
vic_school_locations_2019.1694,1694,Catholic,2,991,St Laurence O'Toole School,Primary,O,33-35 Ogilvy Street,,LEONGATHA,VIC,3953,Private Bag 9,,LEONGATHA,VIC,3953,03 5662 2192,617,South Gippsland (S),145.9543,-38.4789,MULTIPOINT ((-38.47894000091925 145.954298))
vic_school_locations_2019.1695,1695,Catholic,2,999,St Joseph's School,Primary,O,1-3 Bridge Street,,KORUMBURRA,VIC,3950,1-3 Bridge Street,,KORUMBURRA,VIC,3950,03 5655 2040,617,South Gippsland (S),145.8223,-38.436,MULTIPOINT ((-38.43604262091893 145.8223161))
vic_school_locations_2019.1696,1696,Independent,2,1003,Westbourne Grammar School,Primary,O,67 The Strand,,NEWPORT,VIC,3015,PO Box 37,,WERRIBEE,VIC,3030,03 9731 9555,311,Hobsons Bay (C),144.8949,-37.8502,MULTIPOINT ((-37.85019100091439 144.894928))
vic_school_locations_2019.1697,1697,Independent,2,1004,Ivanhoe Grammar School,Pri/Sec,O,The Ridgeway,,IVANHOE,VIC,3079,PO Box 91,,IVANHOE,VIC,3079,03 9490 1877,66,Banyule (C),145.0445,-37.7725,MULTIPOINT ((-37.77251500091375 145.044477))
vic_school_locations_2019.1698,1698,Catholic,2,1013,St Brigid's School,Primary,O,1 High Street,,HEALESVILLE,VIC,3777,PO Box 1677,,HEALESVILLE,VIC,3777,03 5962 4200,745,Yarra Ranges (S),145.5158,-37.6587,MULTIPOINT ((-37.65867854091281 145.5157966))
vic_school_locations_2019.1699,1699,Catholic,2,1015,St James School,Primary,O,60 Nar Nar Goon Road,,NAR NAR GOON,VIC,3812,PO Box 207,,NAR NAR GOON,VIC,3812,03 5942 5404,145,Cardinia (S),145.5732,-38.073,MULTIPOINT ((-38.07303246091615 145.5731875))
vic_school_locations_2019.1700,1700,Independent,2,1021,Scotch College,Pri/Sec,O,1 Morrison Street,,HAWTHORN,VIC,3122,1 Morrison Street,,HAWTHORN,VIC,3122,03 9810 4321,111,Boroondara (C),145.0323,-37.8339,MULTIPOINT ((-37.83392200091426 145.032288))
vic_school_locations_2019.1701,1701,Catholic,2,1024,St Mary's School,Primary,O,91 Manning Road,,MALVERN EAST,VIC,3145,91 Manning Road,,MALVERN EAST,VIC,3145,03 9571 1358,635,Stonnington (C),145.0529,-37.873,MULTIPOINT ((-37.87301600091457 145.052923))
vic_school_locations_2019.1702,1702,Independent,2,1025,St Leonard's College,Pri/Sec,O,163 South Rd,,BRIGHTON EAST,VIC,3187,163 South Rd,,BRIGHTON EAST,VIC,3187,03 9909 9300,91,Bayside (C),145.0076,-37.9286,MULTIPOINT ((-37.928631000915026 145.007554))
vic_school_locations_2019.1703,1703,Catholic,2,1033,Holy Rosary School,Primary,O,37 Gower Street,,KENSINGTON,VIC,3031,PO Box 1192,,KENSINGTON,VIC,3031,03 9376 9455,460,Melbourne (C),144.9288,-37.7956,MULTIPOINT ((-37.79558400091395 144.92878))
vic_school_locations_2019.1704,1704,Catholic,2,1036,St Aloysius' School,Primary,O,34 Stevens Street,,QUEENSCLIFF,VIC,3225,34 Stevens Street,,QUEENSCLIFF,VIC,3225,03 5258 1736,608,Queenscliffe (B),144.6553,-38.2687,MULTIPOINT ((-38.268683680917675 144.6553031))
vic_school_locations_2019.1705,1705,Catholic,2,1041,St Anthony's School,Primary,O,52 Austin Street,,ALPHINGTON,VIC,3078,52 Austin Street,,ALPHINGTON,VIC,3078,03 9489 7936,189,Darebin (C),145.0204,-37.7801,MULTIPOINT ((-37.780069000913805 145.020362))
vic_school_locations_2019.1706,1706,Catholic,2,1045,St Joseph's School,Primary,O,49 Stanhope Street,,MALVERN,VIC,3144,49 Stanhope Street,,MALVERN,VIC,3144,03 9509 3092,635,Stonnington (C),145.0312,-37.8581,MULTIPOINT ((-37.858069000914455 145.031163))
vic_school_locations_2019.1707,1707,Catholic,2,1058,St Mary's School,Primary,O,5 Buckley Street,,YARRAM,VIC,3971,5 Buckley Street,,YARRAM,VIC,3971,03 5182 5659,681,Wellington (S),146.676,-38.5569,MULTIPOINT ((-38.55689700091982 146.675973))
vic_school_locations_2019.1708,1708,Catholic,2,1067,Holy Rosary School,Primary,O,556 Napier Street,,WHITE HILLS,VIC,3550,556 Napier Street,,WHITE HILLS,VIC,3550,03 5448 4280,262,Greater Bendigo (C),144.3106,-36.7249,MULTIPOINT ((-36.724874000904585 144.310571))
vic_school_locations_2019.1709,1709,Catholic,2,1070,St Columba's School,Primary,O,24 Glenhuntly Road,,ELWOOD,VIC,3184,24 Glenhuntly Road,,ELWOOD,VIC,3184,03 9531 6560,590,Port Phillip (C),144.9811,-37.8825,MULTIPOINT ((-37.882530000914656 144.981123))
vic_school_locations_2019.1710,1710,Catholic,2,1072,Our Lady of the Rosary,Primary,O,43-47 Edgecombe Street,,KYNETON,VIC,3444,PO Box 748,,KYNETON,VIC,3444,03 5422 2056,413,Macedon Ranges (S),144.4621,-37.2505,MULTIPOINT ((-37.25051173090934 144.4621207))
vic_school_locations_2019.1711,1711,Independent,2,1080,Tintern Grammar,Pri/Sec,O,90 Alexandra Road,,RINGWOOD EAST,VIC,3135,90 Alexandra Road,,RINGWOOD EAST,VIC,3135,03 9845 7777,441,Maroondah (C),145.2567,-37.8155,MULTIPOINT ((-37.815515000914104 145.25668999999996))
vic_school_locations_2019.1712,1712,Catholic,2,1084,St Mary's School,Primary,O,2 Murlong Street,,SWAN HILL,VIC,3585,PO Box 727,,SWAN HILL,VIC,3585,03 5033 2541,661,Swan Hill (RC),143.5456,-35.3285,MULTIPOINT ((-35.328464530890486 143.5455991))
vic_school_locations_2019.1713,1713,Independent,2,1086,Toorak College,Pri/Sec,O,73 Old Mornington Road,,MT ELIZA,VIC,3930,PO Box 150,,MT ELIZA,VIC,3930,03 9788 7200,534,Mornington Peninsula (S),145.0935,-38.1723,MULTIPOINT ((-38.17226400091693 145.093465))
vic_school_locations_2019.1714,1714,Catholic,2,1097,St Mary's School,Primary,O,69 Marine Parade,,HASTINGS,VIC,3915,PO Box 421,,HASTINGS,VIC,3915,03 5979 1959,534,Mornington Peninsula (S),145.1917,-38.3034,MULTIPOINT ((-38.30344093091794 145.1916974))
vic_school_locations_2019.1715,1715,Catholic,2,1099,St Brendan's School,Primary,O,727 Corangamite Lake Road,,CORAGULAC,VIC,3249,727 Corangamite Lake Road,,CORAGULAC,VIC,3249,03 5233 1464,175,Colac-Otway (S),143.5188,-38.2707,MULTIPOINT ((-38.27065100091769 143.518801))
vic_school_locations_2019.1716,1716,Catholic,2,1101,Our Lady of the Immaculate Conception School,Primary,O,32 Station Place,,SUNSHINE,VIC,3020,32 Station Place,,SUNSHINE,VIC,3020,03 9312 2230,118,Brimbank (C),144.8356,-37.7895,MULTIPOINT ((-37.789450000913895 144.835562))
vic_school_locations_2019.1717,1717,Catholic,2,1108,St Mary's School,Primary,O,2 Mansfield Street,,THORNBURY,VIC,3071,2 Mansfield Street,,THORNBURY,VIC,3071,03 9484 5333,189,Darebin (C),145.0017,-37.7568,MULTIPOINT ((-37.75684000091362 145.001658))
vic_school_locations_2019.1718,1718,Catholic,2,1109,St John's School,Primary,O,263 Russell Street,,DENNINGTON,VIC,3280,263 Russell Street,,DENNINGTON,VIC,3280,03 5562 5362,673,Warrnambool (C),142.4461,-38.3515,MULTIPOINT ((-38.3515000009183 142.446138))
vic_school_locations_2019.1719,1719,Independent,2,1116,St Catherine's School,Pri/Sec,O,17 Heyington Place,,TOORAK,VIC,3142,17 Heyington Place,,TOORAK,VIC,3142,03 9822 1285,635,Stonnington (C),145.0213,-37.8383,MULTIPOINT ((-37.83829600091429 145.021269))
vic_school_locations_2019.1720,1720,Independent,2,1117,Lowther Hall Anglican Grammar School,Pri/Sec,O,17 Leslie Road,,ESSENDON,VIC,3040,PO Box 178,,ESSENDON,VIC,3040,03 9325 5000,506,Moonee Valley (C),144.915,-37.7599,MULTIPOINT ((-37.75990800091365 144.914974))
vic_school_locations_2019.1721,1721,Catholic,2,1122,St Brigid's College,Secondary,O,97 Robinson Street,,HORSHAM,VIC,3400,PO Box 542,,HORSHAM,VIC,3402,03 5382 3545,319,Horsham (RC),142.2079,-36.7173,MULTIPOINT ((-36.717313000904504 142.207946))
vic_school_locations_2019.1722,1722,Catholic,2,1134,St Joan of Arc School,Primary,O,30 Dendy Street,,BRIGHTON,VIC,3186,30 Dendy Street,,BRIGHTON,VIC,3186,03 9592 3840,91,Bayside (C),144.9941,-37.9201,MULTIPOINT ((-37.92011000091495 144.994149))
vic_school_locations_2019.1723,1723,Catholic,2,1136,St John's School,Primary,O,37 Anderson Street,,EUROA,VIC,3666,37 Anderson Street,,EUROA,VIC,3666,03 5795 2937,643,Strathbogie (S),145.5699,-36.7534,MULTIPOINT ((-36.75337000090485 145.569867))
vic_school_locations_2019.1724,1724,Independent,2,1144,Penleigh & Essendon Grammar School,Pri/Sec,O,163 Rachelle Road,,KEILOR EAST,VIC,3033,PO Box 417,,NIDDRIE,VIC,3042,03 9016 2000,506,Moonee Valley (C),144.8703,-37.7322,MULTIPOINT ((-37.73215400091343 144.870337))
vic_school_locations_2019.1725,1725,Catholic,2,1146,St John's School,Primary,O,34 Essex Street,,FOOTSCRAY,VIC,3011,34 Essex Street,,FOOTSCRAY,VIC,3011,03 9687 3150,433,Maribyrnong (C),144.8852,-37.7958,MULTIPOINT ((-37.79582500091394 144.885221))
vic_school_locations_2019.1726,1726,Catholic,2,1152,St Joseph's School,Primary,O,Broadway Street,,COBRAM,VIC,3644,PO Box 900,,COBRAM,VIC,3644,03 5872 1573,490,Moira (S),145.6537,-35.9171,MULTIPOINT ((-35.91706900089668 145.653746))
vic_school_locations_2019.1727,1727,Independent,2,1163,Shelford Girls' Grammar,Pri/Sec,O,3 Hood Crescent,,CAULFIELD,VIC,3161,3 Hood Crescent,,CAULFIELD,VIC,3161,03 9524 7333,231,Glen Eira (C),145.0113,-37.8779,MULTIPOINT ((-37.87790800091461 145.01131799999996))
vic_school_locations_2019.1728,1728,Catholic,2,1164,Mary Immaculate School,Primary,O,9 Rockbeare Grove,,IVANHOE,VIC,3079,PO Box 290,,IVANHOE,VIC,3079,03 9497 1827,66,Banyule (C),145.0388,-37.7719,MULTIPOINT ((-37.77194100091375 145.038756))
vic_school_locations_2019.1729,1729,Catholic,2,1173,St Joseph's School,Primary,O,367 High Street,,NAGAMBIE,VIC,3608,367 High Street,,NAGAMBIE,VIC,3608,03 5794 2608,643,Strathbogie (S),145.1541,-36.7816,MULTIPOINT ((-36.781610000905104 145.15405299999998))
vic_school_locations_2019.1730,1730,Catholic,2,1176,Our Lady of Lourdes School,Primary,O,7 Wynnstay Road,,PRAHRAN EAST,VIC,3181,7 Wynnstay Road,,PRAHRAN EAST,VIC,3181,03 9510 6688,635,Stonnington (C),145.0095,-37.8525,MULTIPOINT ((-37.8524570009144 145.009457))
vic_school_locations_2019.1731,1731,Catholic,2,1177,St Joseph's School,Primary,O,4-8 Raymond Street,,ORBOST,VIC,3888,PO Box 317,,ORBOST,VIC,3888,03 5154 1289,211,East Gippsland (S),148.4556,-37.7092,MULTIPOINT ((-37.70916800091324 148.455631))
vic_school_locations_2019.1732,1732,Independent,2,1183,Mentone Grammar School,Pri/Sec,O,63 Venice Street,,MENTONE,VIC,3194,63 Venice Street,,MENTONE,VIC,3194,03 9584 4211,343,Kingston (C),145.0681,-37.9877,MULTIPOINT ((-37.98768800091549 145.068124))
vic_school_locations_2019.1733,1733,Independent,2,1187,Ivanhoe Girls' Grammar School,Pri/Sec,O,123 Marshall St,,IVANHOE,VIC,3079,123 Marshall St,,IVANHOE,VIC,3079,03 9490 6222,66,Banyule (C),145.0467,-37.7653,MULTIPOINT ((-37.765273000913695 145.046721))
vic_school_locations_2019.1734,1734,Catholic,2,1188,St Mary's School,Primary,O,43 O'Donnell Avenue,,MYRTLEFORD,VIC,3737,PO Box 320,,MYRTLEFORD,VIC,3737,03 5752 1808,11,Alpine (S),146.7269,-36.5536,MULTIPOINT ((-36.55357176090297 146.7269257))
vic_school_locations_2019.1735,1735,Independent,2,1189,Carey Baptist Grammar School,Pri/Sec,O,349 Barkers Road,,KEW,VIC,3101,349 Barkers Road,,KEW,VIC,3101,03 9816 1222,111,Boroondara (C),145.0478,-37.8148,MULTIPOINT ((-37.8147840009141 145.04781699999998))
vic_school_locations_2019.1736,1736,Independent,2,1190,Kilvington Grammar School,Pri/Sec,O,2 Leila Road,,ORMOND,VIC,3204,PO Box 144,,ORMOND,VIC,3204,03 9578 6231,231,Glen Eira (C),145.0412,-37.8995,MULTIPOINT ((-37.899519000914786 145.041216))
vic_school_locations_2019.1737,1737,Independent,2,1191,Haileybury College,Pri/Sec,O,855 Springvale Rd,,KEYSBOROUGH,VIC,3173,855 Springvale Rd,,KEYSBOROUGH,VIC,3173,03 9213 2222,267,Greater Dandenong (C),145.1464,-37.996,MULTIPOINT ((-37.995979000915554 145.14643))
vic_school_locations_2019.1738,1738,Catholic,2,1193,St Therese's School,Primary,O,25-31 Edward Street,,ESSENDON,VIC,3040,25-31 Edward Street,,ESSENDON,VIC,3040,03 9374 6100,506,Moonee Valley (C),144.9103,-37.7511,MULTIPOINT ((-37.75111100091359 144.910309))
vic_school_locations_2019.1739,1739,Catholic,2,1196,Sacred Heart School,Primary,O,5 The Parade,,YEA,VIC,3717,PO Box 100,,YEA,VIC,3717,03 5797 2723,562,Murrindindi (S),145.4246,-37.2145,MULTIPOINT ((-37.214546950909025 145.424612))
vic_school_locations_2019.1740,1740,Catholic,2,1206,Our Lady of Good Counsel School,Primary,O,12 Whitehorse Rd,,DEEPDENE/BALWYN,VIC,3103,12 Whitehorse Rd,,DEEPDENE/BALWYN,VIC,3103,03 9817 5744,111,Boroondara (C),145.0628,-37.8111,MULTIPOINT ((-37.81108100091407 145.06279))
vic_school_locations_2019.1741,1741,Independent,2,1209,Strathcona Baptist Girls' Grammar,Pri/Sec,O,34 Scott Street,,CANTERBURY,VIC,3126,34 Scott Street,,CANTERBURY,VIC,3126,03 8779 7500,111,Boroondara (C),145.0804,-37.8292,MULTIPOINT ((-37.82917600091422 145.080366))
vic_school_locations_2019.1742,1742,Catholic,2,1212,St Kevin's School,Primary,O,Glen Orme Avenue,,ORMOND,VIC,3204,76 Glen Orme Avenue,,ORMOND,VIC,3204,03 9578 1182,231,Glen Eira (C),145.0388,-37.9044,MULTIPOINT ((-37.90439900091482 145.038799))
vic_school_locations_2019.1743,1743,Independent,2,1213,Mentone Girls' Grammar School,Pri/Sec,O,11 Mentone Parade,,MENTONE,VIC,3194,PO Box 42,,MENTONE,VIC,3194,03 9581 1200,343,Kingston (C),145.0635,-37.9894,MULTIPOINT ((-37.9893750009155 145.063465))
vic_school_locations_2019.1744,1744,Catholic,2,1217,St Joseph's School,Primary,O,362 Station Street,,CHELSEA,VIC,3196,362 Station Street,,CHELSEA,VIC,3196,03 9772 8251,343,Kingston (C),145.1186,-38.0554,MULTIPOINT ((-38.05543500091602 145.118591))
vic_school_locations_2019.1745,1745,Independent,2,1218,Gippsland Grammar,Pri/Sec,O,417 York Street,,SALE,VIC,3850,PO Box 465,,SALE,VIC,3853,03 5143 6388,681,Wellington (S),147.0646,-38.0937,MULTIPOINT ((-38.093651000916324 147.064627))
vic_school_locations_2019.1746,1746,Catholic,2,1221,St Finbar's School,Primary,O,90 Centre Road,,BRIGHTON EAST,VIC,3187,90 Centre Road,,BRIGHTON EAST,VIC,3187,03 9592 4479,91,Bayside (C),145.0175,-37.9163,MULTIPOINT ((-37.91628400091492 145.01746399999996))
vic_school_locations_2019.1747,1747,Catholic,2,1226,Loreto Mandeville Hall,Pri/Sec,O,10 Mandeville Crescent,,TOORAK,VIC,3142,10 Mandeville Crescent,,TOORAK,VIC,3142,03 9823 8100,635,Stonnington (C),145.0149,-37.8482,MULTIPOINT ((-37.84819300091438 145.014892))
vic_school_locations_2019.1748,1748,Catholic,2,1229,St Dominic's School,Primary,O,145 Highfield Road,,CAMBERWELL EAST,VIC,3124,145 Highfield Road,,CAMBERWELL EAST,VIC,3124,03 9836 8300,111,Boroondara (C),145.0838,-37.8389,MULTIPOINT ((-37.8389180009143 145.08383599999996))
vic_school_locations_2019.1749,1749,Catholic,2,1231,St Mary's School,Primary,O,59 Holyrood Street,,HAMPTON,VIC,3188,59 Holyrood Street,,HAMPTON,VIC,3188,03 9521 9335,91,Bayside (C),145.0009,-37.9331,MULTIPOINT ((-37.933052000915055 145.00089799999998))
vic_school_locations_2019.1750,1750,Catholic,2,1252,Holy Rosary School,Primary,O,18 Pohlman Street,,HEATHCOTE,VIC,3523,18 Pohlman Street,,HEATHCOTE,VIC,3523,03 5433 2057,262,Greater Bendigo (C),144.7011,-36.9177,MULTIPOINT ((-36.91767800090637 144.701109))
vic_school_locations_2019.1751,1751,Catholic,2,1253,St Mary's School,Primary,O,45-49 King Edward Street,,COHUNA,VIC,3568,PO Box 251,,COHUNA,VIC,3568,03 5456 2062,225,Gannawarra (S),144.2185,-35.8082,MULTIPOINT ((-35.80823300089558 144.21854399999998))
vic_school_locations_2019.1752,1752,Independent,2,1258,Camberwell Grammar School,Pri/Sec,O,55 Mont Albert Road,,CANTERBURY,VIC,3126,PO Box 151,,BALWYN,VIC,3103,03 9835 1777,111,Boroondara (C),145.0664,-37.8161,MULTIPOINT ((-37.81609300091411 145.066407))
vic_school_locations_2019.1753,1753,Catholic,2,1260,St Joseph's School,Primary,O,17 Martin Street,,CRIB POINT,VIC,3919,17 Martin Street,,CRIB POINT,VIC,3919,03 5983 9374,534,Mornington Peninsula (S),145.2028,-38.3615,MULTIPOINT ((-38.36146500091838 145.202806))
vic_school_locations_2019.1754,1754,Independent,2,1262,Brighton Grammar School,Pri/Sec,O,90 Outer Crescent,,BRIGHTON,VIC,3186,90 Outer Crescent,,BRIGHTON,VIC,3186,03 8591 2200,91,Bayside (C),144.9935,-37.9111,MULTIPOINT ((-37.91110800091488 144.993524))
vic_school_locations_2019.1755,1755,Catholic,2,1265,St Fidelis' School,Primary,O,52 Saunders Street,,MORELAND,VIC,3058,52 Saunders Street,,MORELAND,VIC,3058,03 9383 3600,525,Moreland (C),144.9516,-37.7498,MULTIPOINT ((-37.74984000091357 144.951561))
vic_school_locations_2019.1756,1756,Independent,2,1267,Huntingtower School,Pri/Sec,O,77 Waimarie Drive,,MT WAVERLEY,VIC,3149,PO Box 192,,MOUNT WAVERLEY,VIC,3149,03 9807 8888,497,Monash (C),145.1363,-37.8767,MULTIPOINT ((-37.8767410009146 145.136288))
vic_school_locations_2019.1757,1757,Catholic,2,1272,St Francis Xavier's School,Primary,O,1087 Whitehorse Road,,BOX HILL,VIC,3128,1087 Whitehorse Road,,BOX HILL,VIC,3128,03 9890 1108,698,Whitehorse (C),145.1315,-37.8185,MULTIPOINT ((-37.81849400091413 145.131493))
vic_school_locations_2019.1758,1758,Catholic,2,1273,St Mary's School,Primary,O,95A Railway Street,,ALTONA,VIC,3018,PO Box 63,,ALTONA,VIC,3018,03 9398 4842,311,Hobsons Bay (C),144.8284,-37.8667,MULTIPOINT ((-37.866658000914526 144.828375))
vic_school_locations_2019.1759,1759,Catholic,2,1275,Our Lady Help of Christians School,Primary,O,1-13 Henry Street,,ELTHAM,VIC,3095,1-13 Henry Street,,ELTHAM,VIC,3095,03 9439 7824,571,Nillumbik (S),145.1479,-37.7161,MULTIPOINT ((-37.71612300091329 145.147912))
